content,score
aplikasi kadang aneh harga awal di display dan saat checkout berbeda. Paling ga suka dengan KURIRnya selalu minta uang lebih saat cod. not recommended banget kurir dari lazada.,3
"Aplikasi bagus HP ringan dan banyak barang yg bagus, tapi kalau ada keluhan kita gak pernah di hargai, gua heran di aplikasi lazada gua punya lazpaylater 2 juta pas gua pakai gak bisa untuk apa gua di php, lebih baik langsung di kosong kan, mohon maaf sebelumnya kalau soal pelunasan lazpaylater hanya terlambat satu hari, itu gak masalah yg masalah lewat satu minggu, kadang2 daerah kita gak sama, apa lagi saya tinggal di kepulauan jaringan internet numpang wifi dan ATM juga harus pergi kecamatan",4
"Kecewa belanja dilazada, udah komplain kalau barang saya kurang, dikirim tidak lengkap oleh penjual, katanya 3hari tidak ada respon dr penjual uang kembali, tapi kenyataannya, udah hampir 7hari tdk ada oengembalian uang, eh tahu2 penjual menyetujui, tp dia tidak kirim kekurangan barangnya, malah saya yg suruh kirim balik barangnya, ribet dan ruwet, males jadinya belanja di lazada lagi",1
"Tolong untuk iklan aplikasi anda dikendalikan!. Karena sedikit mengganggu saya saat sedang membuka aplikasi lain, mohon kerjasama nya!",3
"Mantab sekali Lazada, banyak diskonan barang-barang yang dijual online, kualitas barang nya juga bagus-bagus, gak perlu keluar rumah buat repot-repot cari barang, tinggal klik, bayar, barang sudah sampai dirumah kita. Thanx Lazada.",5
"Saya sangat kecewa soalnya saya belanja barang nya tidak sesuai pesanan, harga mahal barang jauh berbeda sama di Poto sama barang yg sudah di terima, begitupun kualitas nya cepat rusak, tolong buat lazada lebih di pantau pedagang yg nakal",1
"Jarang ngsh promo,game jg cm ada satu pilihan doang, udah gitu lama bgt ampe berbulan2 baru bisa panen, ga kyk aplikasi sebelah yg berani ngsh promo dan diskon jor-joran",2
Udah 6 bulan lebih ga bisa pake paylater Padahal gak ada tunggakan/ sudah lunas semua. Cuma gara² telat 3 hari aja di blokir.. hadehh,3
"Kecewa, lazada gak kaya dulu,sekarang mauk beli barang ajh ribet, vocer ea jugak gak bisa di pake lagi. Mohon di perbaiki mas admin.",1
"Voucher di claim bisa, pas mau dipake buat checkout malah gabisa dipake. Dengan keterangan sudah habis, padahal event baru muncul dan checkout jam 00.01.",1
"Bagus si tapi saran aja.. Akun penjual yg suka nipu2 kenapa nga di blok otomatis saja dri aplikasi lazada. Dari segi pengiriman sangan cepat, suka bnget gercep",4
aplikasi terbaik memudahkn untu membeli sesuwatu😊😊 rasa kecewa ad playlatar nya tdk bisa di gunakn tpi dapt limit naik tapi tdk bisa di pakai. 😔,5
aplikasi terbaik memudahkn untu membeli sesuwatu😊😊 rasa kecewa ad playlatar nya tdk bisa di gunakn tpi dapt limit naik tapi tdk bisa di pakai. 😔,5
"Tidak bisa lagi berbelanja lagi di Lazada. Muncul notifikasi kesalahan ada indikasi aktifitas yang tidak sesuai, pdahal tidak melakukan kesalahan",1
"Tidak bisa lagi berbelanja lagi di Lazada. Muncul notifikasi kesalahan ada indikasi aktifitas yang tidak sesuai, pdahal tidak melakukan kesalahan",1
"Parah sekali, alamat saya dikatakan indikasi padahal cuma pakai satu akun. Lalu bagaimana mereka yang punya banyak akun tapi bisa chekout setiap hari? Tolong kebijakan nya",1
"Parah sekali, alamat saya dikatakan indikasi padahal cuma pakai satu akun. Lalu bagaimana mereka yang punya banyak akun tapi bisa chekout setiap hari? Tolong kebijakan nya",1
Udah ada cashback ditambah promo dapet gratis ongkir pula.. Belanja semakin mudah Ditambah ada game nya makin menarik.. memudahkan para ibu rumah tangga yang hampir tidak ada waktu keluar untuk berbelanja,5
"Kasih bintang 2 dulu deh, Soalnya kemarin sy pesan tas tactical / tas polisi paketnya yg dikirim isinya kaos oblong lurik2 tdk sesuai dgn pesanan sy. Saya sangat kecewa sekali & dikembalikan tdk bisa. Padahal sy belanja online Lazada sdh lama baru kali ini dikecewakan.sy mohon bantuannya. Terimakasih LAZADA",2
"Aplikasi belanja tp di batasin pake vocer ga boleh, pdhl kupon di sediain sm dia juga.. Yg namanya pasar mah bebas aja kalee,, pake berapa akun juga kan yg untung buat dia juga,, semakin banyak beli kan semakin untung,, ini malah di munculin c02 lah c99.. Aneh!!!",1
"Kasih bintang 3 dlu dehh,soal nya skrng kurir nya beda² trs pagii nyaa udh dlm perjalanan tpii udh nungguin smpi sore gada,ehh pas malem tau nyaa mlh di cancel, trs skrng pengiriman nya agak lamaa,tolong di perbaiki lagii soal nya biasanya slalu cepet🙏🙏",3
"Dikasih 4/5 dlu yah, kekurangannya di pilihan pngiriman blum trsedia bnyak pilihan, but untuk fitur kyk setelah pengiriman dicantumkan jelas kurir siapa yg kirim sama ada no.telp jdi ini penting bnget kalo ada apa2.. sejauh ini nyaman pakai lazada🙃",4
"Lebih enak si belanja dilazada,barang yg dikirim aman terus,meskipun barang pecah belah tetep aman,kurirnya juga sopan2. Tapi kenapa y kalo pake WiFi Lazada muter-muter terus,ngeselin harus pake data mulu😔",4
Kalau bisa ada pilihan pengiriman sih lebih keren. Karna disini pengiriman bagus dengan jnt lebih gercep. Sedangkan JNE lemot melebihi waktu estimasi bhkan ada paket saya yang tidak terkirim tapi ditulis telah diterima.,3
"untuk semua pihak dari lasada kok untuk pembayaran cod dilasada AQ ngga bisa,padahal saya udah bertahun² belanja online....kalau bisa untuk pengiriman lewat ninja aja karena banyak yg mengeluh terkait pengiriman JNT karena kebanyakan antri..",3
"Pilihan barang banyak mau belanja apa aja ada dari kebutuhan dapur, aksesoris, kosmetik/kebutuhan wanita, pria oderdil kendaraan dan lain lain. untuk harganya bersahabat untuk kalangan masyarakat kebanyakan, pelayanan cepat respon pedagang atau penjual cepat sehingga banyak disenangi semua kalangan",5
"Pertama kali banyak apk belanja online dan aku langsung terpesona sama yg namanya LAZADA sampe sekarang masih setia sama LAZADA,udh pernah nyoba yg lain tapi tetet aja LAZADA pemenangnya🥰😘 Tempat belanja online paling mudah di pahami dan praktis,terima kasih lazada udah hadir,semoga sukses selalu🤗 Maaf baru kasih ulasan padahal udah langganan dari LAZADA baru ada😁😅",5
"Bagi aku sih wmag belanja di lzda puas bgt hemat juga cuma klo kastamer psen tolong di cek baik"" pesenan soal yah sya sering psen suka beda warna ga sesuaway degan warna yg sya plih🙏",5
puas banget belanja disini selalu dapet vocer diskon dan gratiss ongkirr ...semoga selalu kayak gini dan makin di tingkatkan lagi terimakasih lazada,5
Kalo aplikasinya sih sangat membantu saya.. cuman dari tiap tokonya ada yg jujur.. dan ada juga yg gak jujur. Dan sering juga kalo pesan sesuatu suka gak sesuai produknya...,5
"Sekarang Lazada sudah payah.. Voucher gratis ongkir kadang² gak bisa digunakan. Saya selalu bertanya kepada CS Lazada tapi jawabnya ga memuaskan. Pengiriman lambat dan lama. beda sama Shopee.. hari ini dikirim kurir pasti sampai. Kalo Lazada status akan tiba hari ini belum tentu sampai, mau sampai 2-3 hari kemudian. Masa' pengiriman satu provinsi yg jaraknya cuma 20an Km aja bisa sampai 2-3 hari?? Itupun kalo sampai, kadang² pengiriman gagal dan kembali ke seller dengan alasan yg gak jelas..",1
"Makin kesini makin kaya toko oren terlalu banyak biaya biaya penanganan ini dan itu, persentase cicilan nya juga terlalu besar bunga nya, tdi nya pake lazada karena toko oren terlalu banyak biaya juga, jdi instal lazada eh tau nya skrg juga sama, performa aplikasi nya juga bukan makin bagus CS nya juga ga bagus . Kesel",2
Udah beberapa kali belanja di lazada dan barang saya sllu dtg tepat waktu meskipun kurirnya beda2 teruss dan sllu dpt gratis ongkir juga. Thnkyu Lazada,5
"Tidak sedikit pengguna lazada yang mengeluhkan tentang tidak bisa memilih jasa kirim yang diinginkan, banyaknya paket tidak sampai tapi distatusnya sudah diterima, bagaimana kalau itu yang non cod? Pasti sangat ribet, dan bukannya pembeli itu raja, malah jasa kirim yang menentukan penjual? Tambahkan 1 fitur ini saja padahal mudah dan tidak merugikan satusamalain cuma lazada saja yang tidak bisa",2
"Cuman mau tanya kenapa kalau habis belanja kan fapat vocee gratis ongkir pas di ambil gk bsa trus payah bnget kan percuma dapat vocer juga klau gk bsa di ambil klau hbis beli,,padahl berguna buat blanja lagi kn bisa irit sdkit buat ongkir nya",3
Penjualnya banyak yg penipu.Keamanan sangat minim. seharusnya dana refund gak bisa masuk kerekening lain selain rekening pengirim sebelumnya. Ini celah bagi penipu saat pengguna teledor. Apalagi kalau verfikasinya menggunakan nomor WA sangat bahaya. Para pengguna lazada pesanan sebaiknya COD kalau gak bisa COD sebaiknya jangan dilakukan pemesanan,1
"Jujur sih saya sangat kecewa saat mengunakan apk lazada ini, kenapa tidak bisa menggunakan vocer gratis ongkir yang minimal belanja 0, padahal vocer nya blum kadaluarsa, benar-benar kecewa bgt. Pengiriman nya juga lama banget terhitung 1 Minggu dari pesanan dan belum datang sampai sekarang. Kecewa berat.",1
mohon estimasi waktu pengiriman barang ke lokasi disesuaikan....malas sekali sekarang pesan di Lazada.. pembayaran melalui transfer Dana...iya kalau punya aplikasi itu . kalau yg pembelian suka cod gimana.. itukan selera costumer maksa harus dipaksa oleh aplikasi untuk di transfer ke rekening dana...,1
"Lazada saya bayar lancar setiap tagihan bahkan di lazbon saya bayar lunas jauh sebelum jatuh tempo malah limit kredit nya anjlok nya jauh bgt pas mo di tarik limit ga bisa di tarik kecewa bgt sama cara melayani customer nya,,,",1
Gimana sib akun saya hilang kata apgretd kok akun saya hilang saya pesen entah pesennan saya nyampek atau enggak di akun saya yg hilang itu .ya klokau ganti apapun itu ya di mudahin masa hilang terus pas buat akun baru gk bisa yg ini yg itu .capek loh .iya sih di sini bagus seler peroduk harga .tapi di aplikasinya ini bikin mumet kan sayang koin dan kesback yg saya kumpulin .capek pokok nya .,1
"belanja dengan mudah dari rumah tampa harus jauh2 pergi ke mall,,barang2nya bagus dari yang kualitas yang baik sampai yang branded, dari harga yang murah sampe yang mahal ada di lazada semuanya komplit..plit..plit👍",5
"Mantap makin hari makin sering di kasih kupong geratis ongkir, gini terus kan senang. Terusin aja kek gini malah tambah bagus😁",5
Saya pengguna aktif lazada.apapun saya belinya selalu di lazada.tapi iklannya di setiap saya buka aplikasi lain atau pun web selalu muncul dan itu teramat sangat menggangu.harusnya lazada beriklan ke orang2 belum/TDK punya aplikasi lazada.bukan ber iklan sama orang yang belanjanya selalu di lazada.sgt mengganggu bgt,2
Aplikasi yang kadang di rindukan tapi mengesalkan pula. Paylater sudah dibayarkan tapi blokiran tetap permanent padahal sudah aktifitas lebih dari setahun,3
aplikasi belanja /mall yg lengkap & beragam metode pembayarannya. mengerti kebutuhan customer. all product avalibility,5
"banyak kali sudah kudapatkan diskon gratis ongkir harga murah Alhamdulillah. Terimakasih banyak lazadaku sayang memang lazada tidak diragukan lagi. Dari berbagai aplikasi belanja online, lazada tetep peringkat no 1. mohon pertahankan kenyamanan kami 💖",5
"Lazada itu kelebihan apk nya mudah, user friendly, bisa COD an walau pake android jadoel. Byk pilihan, pengiriman cepat plus gratis ongkir. Sangat bermanfaat.",5
"Tolong d tingkat kan untuk bagian pengiriman nya , apa lagi kalok menggunak jasa Lex id 🙏 , kualitas lazada sudah bagus cuman bagian jasa pengiriman aja yg kurang bagus",3
"Lazada sekarang kurang asik belanja nya, sudah ada tambahan biaya layanan, biaya nya besar lagi. Sudah seperti toko sebelah.",3
"Lazada emang mudah untuk berbelanja , semoga lazbon nya juga cukup baik dan selalu di acc cepat, terimakasih lazada",5
Jika anda bukan dari Jawa maka harga yg 5 ribu itu akan jadi 60 ribu dan khusus pengguna barunya barang di batasi anda hanya dapat diskon pada pembelian makanan sangat tidak bagus mending pake apk lain aja!!!!!!,1
"Bagus aplikasinya sangat membantu, harga dan promo sangat menarik, ""(tapi sayang metode pembayaran menggunakan dompet digital tidak dimintai pin terlebih dahulu)"" Semoga kedepan nya dapat ditingkatkan lagi",4
"jarang beli sih tapi sekali beli diskon sama voucher nya nggak main main, jadi langsung borong deh, begini yang di sukai anak muda jaman sekarang. sukses terus ya lazada🥰",5
Lumayan nyeselsih soalnya aplikasinya kurang baik soalnya kalau habis ngetik muncul gambarnya lama juga kalau mau liat vidio juga susah itu aja yah 😁🙏,2
Lumayan nyeselsih soalnya aplikasinya kurang baik soalnya kalau habis ngetik muncul gambarnya lama juga kalau mau liat vidio juga susah itu aja yah 😁🙏,2
"Lazada memang the best,.. Mudah dalam mencari barang keinginan,.dan gratis ongkir+voucher yg lain bikin ketagihan belanja,..cuma buat lazada harus lebih teliti lagi y ngadapi seller yg suka jail,suka nipu gitu,soalnya sekarang bnyak seller yg tidak bertanggung jawab diaplikasi lazada,..",5
"bisa mesan barang lumayan bagus, ada armada pengirimannya sendiri, barang rusak/cacat bisa di retur (walaupun caranya agak ribet).",5
UI (user interface)nya bikin pusinggg!!! 1. opsi hapus barang di keranjang tuh jangan di buat kecil dinujung orang baru mana liatttt 2. alamat toko juga kalo bisa selalu ada pas masuk ke checkout,1
"Lazada udah bagus, cuman bagian pengiriman nya jelek seperti lex id, lain kali tingkatkan untuk d bagian pengirimannya!",2
"Kebanyakan orang senang diberikan diskon ketika berbelanja, sehingga tak ada salahnya memberikan penawaran menarik kepada pelanggan agar mereka tetap nyaman berbelanja di toko Anda. Ini juga merupakan cara mendapatkan ulasan positif lebih banyak, sehingga tak ada salahnya dilakukan.",5
Bagus banget apk nya tapi menurut ku harusnya dikasih opsi pengiriman biar tau kapan datangnya sama biar bisa milih pengiriman yang agak murah tapi lama apa yang lebih cepet tapi agak lebih mahal,5
"mnrt saya aplikasi ini sangat membantu utk berbelanja online. pemyimpanannya jg kebih kecil drpd apk sebelah, promo nya jg ga kalah bnyk. smga kedepannya bisa ditambah promonya😁😁. smga tmbh maju lazada.",5
"mudah,cepat dan gampang. aplikasi lancar tidak lelet,banyak bonus voucer dll. The best home sopping lah.",5
Saya sering belanja..dan selalu puas...dan lagi enak2 nya belanja..eh ko vocher nya gk bisa di pakai kenapa ya ..padahal ..jelas2 ada banyak vocher ..,2
"Lazada sekarang kok jelek ya respon reseller nya pada lambat,masa dari kemaren malem pesan barang masih dalam proses mulu kagak di kirim2 juga,dulu perasaan cepet lohh tapi kenapa skrng jadi gini yaa? Apa lazada udah gak bisa proses cepat seperti shoppe yaa.?",1
"Lazada sekarang kok jelek ya respon reseller nya pada lambat,masa dari kemaren malem pesan barang masih dalam proses mulu kagak di kirim2 juga,dulu perasaan cepet lohh tapi kenapa skrng jadi gini yaa? Apa lazada udah gak bisa proses cepat seperti shoppe yaa.?",1
"Entah kenapa dari pagi gagal order terus 🤦‍♂️ Barang 2 item bisa, ketiga susah banget!!! Padahal signal aman!!! Kesal, mau move ke apk lain makin ancur, TERUS AKU KUDU PIYE???!!!",2
"Sebelum update, game merge boss mulai dari 23.00 - 00.00 tuker barang masih bisa diganti tiap buka tutup game. Jadi gak harus nunggu jam 00.00 baru tukar barang update barang baru. Sekarang udah gak bisa",3
Parah ada fitur lazplaternya tapi waktu ngajuin sama scan ktpnya lama prosesnya ga ke proses ke proses. Pada udah memenuhi syarat.,1
"Kenapa voucher gratis ongkir gak bisa digunakan, terus kalau beli sekarang tertulis promo pas dicek mau cek out Sama aja kaya harga normal.",3
"Sekarang aplikasinya tidak bisa menampilkan filter ukuran sepatu, jadi tambah lama mau cari ukuran sepatu 45 harus buka gambar satu-satu, yang ada sekarang ukuran global, S, L, M, XL dll, tolong pada pengembang kembalikan lagi filter ukuran jangan pakai ukuran global ga bisa cepat carinya",3
"bagusss, sekarang lebih suka belanja disini karna lumayan apk nya ga berat terus voucher banyak cuma emang barang yang dicari masih sedikit bahkan kadang ga ada tapi it's okay. semoga kedepannya ada perubahan lebih baik",5
"Kenapa kalau retur selalu gagal udah 2 kali yg satu reseller nya gak mau di retur dan juga kalau ngirim video loadingnya minta lempar hp lama selama lama nya masa iya balik lagi balik lagi , kalau emang koneksi internet nya jelek kenapa saya upload video ke yutube satset gak lama , ini pasti apl nya yg masah padahal udah di update , jadi pengen di off bawaanya kalau kayak gini",2
Aku kesal kecewa berat 😤 ngamuk.. Jangan ganti update baru terus mulu... Lama bagus penting tetap gak apa-apa.. Lazada buka Klik tidak bisa ganti update baru mulu.. Ganti update susah 😤.. Hp Penyimpanan penuh 🤦🏻‍♂️.. Aku gak senang jelek update baru.. Malas update baru.. Beri ulasan bintang 1 ⭐..,1
"Lazada Aplikasi ukuran kecil dan ringan, Tapi paling besar makan Data ruang penyimpanan internal, semua di bebankan di perangkat pengguna, bukan di server sendiri, kalau lama di biarkan file menumpuk menjadi sampah sampai 1.GB, perangkat jadi berat, hank, Lewat browser mungkin bisa tapi paktor keamanan. mohon untuk di benahi boss.",3
Saya turunin bintangnya kurirnya suka cencel pesanan saya. Bukan 1-2x tp udah sering dan sekarang akun saya tidak bisa pakai cod lg gara2 kurir Lex (Jeje) kalo udah bisa cod dan expedisi bisa pilih saya naikin bintang 5 lg,1
"Sangat kecewa sama kurir dan pekerja di lelilef sawai, tidak perna menghubungi jika paket sudah ada. Dan skarang saya sudah tidak bisa Cod bayar di tempat. Bintang 2 dullu, kasi bintang 5 kcuali sudah bisa bayar di tempat",2
Aplikasi nya bagus dan juga gak ngelag pokoknya bagus apalagi kadang-kadang aku dapat gratis ongkir pokoknya top banget,5
lazada top mantap banyak gratis ongkir dan ada pinjaman buat belanja. jadi nggak ribet untuk belanja di lazada. 1 kekurangan jika ada toko buat nipu pembeli harus ditindak lanjuti. cukup itu aja,5
"Lazada Memiliki sitem yang buruk,Saya inggin menyampaikan keluhan tapi Tidak ada fitur yang bisa membantu sama sekali,Saya menggunakan lazada paylater untuk membeli barang,Namun barang yang dikirim berbeda Dan sudah diberi konfirmasi untuk menunggu Barang sekitar 7hari,Namun setelah 7hari lebih barang tidak dikirim. tetapi saya harus tetap membayar tagihan Paylater.Lebih parah nya toko di Lazada sudah tidak ada tolong diperbaiki lagi Untuk kedepannya,Untung kehilangan cuman 100 ribu",1
"kalau pas-pasan ya pastilah susah maupun cara yang lain dan juga beda pengaturannya. jadi, aku tidak membedakan aplikasi dengan caranya masing-masing. ups,, like peapol-peapol on day to.",1
Belanja online terbaik.kepada pihak tolong ya..saya wa tak direspon..cs juga gak karuan.apa sih maunya. Kenapa sistim cod akun saya di non axtifkan..alias di blok..minta hapus akun jg gak di respon..jelasin dong masalahnya. Aplikasi saya unistal..tim lazada tak ada respon yg baik...tak ada penjelasan tentang sistim cod saya yg do blkir..saya tidak tau salah saya..,2
Lazada paylater saya gak bisa di gunakan padahal limitnya gede . Dan sering belanja juga tapi tetep aja gak bisa di gunakan . Padahal dulu bisa di gunakan,3
lama lama lazada banyak aturan penggunaan vaucher bebas ongkir..gak sesuai dgn promo bebas ongkir..klau byk aturan mendingan pindah ke toko yg gak byk syarat.akun sy 0816.......4719,1
"Saya sdh lama belanja di Lazada, cuma sayang paylater limit naik terus tp ga bisa digunakan, tanpa tahu sebab, cicilan ga pernah telat malah bayar diawal, mohon lazada bantu supaya follow up penyedia paylater, jangan gara gara php nnt pindah ke platform lain, trims",5
Sekarang untuk kurir nya kalau gak tau alamat gak ada nelpon/wa jdi barang nggk nyampe2. Padahal udah tertera di situ nomor hpe saya. Dan untuk lazada coba agar ada pilihan kurir nya. Jne udh 2kali barang nggk nyampe,1
Lazada sekarang amat sangat buruk. Toko2nya penipu semua barang ga sesuai dengan iklan ga sesuai dengan yg di pesan. Barang kurang beli 3 datang 2. Barang datang rusak pecah dll. Sangat buruk sekarang yg mengecewakan sekali sekarang ga seperti dulu barang sesuai dengan iklan dan jumblah yg di pesan sekarang buruk seburuk2nya padahal saya sudah langganan di lazada dari tahun 2016 makin kesini bukan makin bagus malah makin buruk,1
"Update yang sekarang kok jadi muncul ""biaya layanan"". Si biru ini jadi sama kaya si oren dan si ijo yaah... Meskipun cuma serebu doang 😥. Padahal kalo ga ada ""itu"" keren banget sihh kaya dulu dulu. Semoga bisa ilang lagi deh ""itu"" nya",4
"baru nyoba di lazada,nnt klu emng bener "" bagus, lancar dan sesuai baru aq kasih 5 bintang Kenapa lazada yg biasa aku pake ko ga bisa,, padahal koin ku udah banyak, pecahan telur pun udah banyak hampir 200rb, karena tiap hari aku selalu,dan permainan yg dpt beras pun udah mau dapat tiba ""akun ku tak bisa pakai aneh,",3
"Percuma lah program Cashback kalo dpt cash back masuknya gak ke koin,. ,mAna ada kadaluarsanya lagi kalo gak dipake pake. Kaya toko sebelah dong, real kasih cash back dan masuk ke koin. Bisa digunakan semua (all in)mdan berlaku untuk semua produk.",1
saya suka belanja Di Lazada .tetapi saya kadang kecewa conto saya beli kaos kaki 3 dengan warna yg berbeda yg saya terima warna sama .kadang yg kita liat bagus yg kita terima tidak sesuai yg di ft nya,5
"Sangat puas berbelanja di Lazada, banyak voucher2 menarik bisa COD dan pengirimannya juga cepat Sukses selalu tetap jaya buat Lazada is the best siiip!",5
"Udah lama langganan di lazada sekarang kenapa malah ikut2an sebelah, ad layanan biaya tiap transaksi? Apalagi kalau belanja banyak dari 1 seller, bukannya makin murah malah tambah mahal. Padahal harga sedang diskon, tapi saat check out beberapa item harganya jadi normal. Gimana itu c sistemnya? Kita niatnya mau belanja dari 1-2 seller saja, biar simpel jadi 1paket. Kalau makin banyak makin mahal, jadi ngk efisien, mana ditambah jasa pelayanan jg,,,",2
"pengen banget ngomong kasar, lazada makin kesini ekspedisi nya gak jelas, masa beberapa kali pesan paket tidak dikirim dengan alasan penerima menolak, padahal kurir nya aja yg gak kirim. tolong ekspedisi LEX ID tidak usah dipakai, kurir nya makan gaji buta",1
Saya kasih bintang 3 dulu karna di versi baru banyak kendala halaman kadang ada bug nya setiap mau permain nan itu ga bisa login beda sama versi dulu selalu lancar mohon untuk di tingkat kan lagi mungkin itu ajah saran dari saya,3
Dulu jujur sempet kecewa banget sama lazada karna blnja selalu ngecewain dr barang gasesuai pict sm pengiriman super lama. Trus lamaaaa bgt ga blnj lagi dilazada ini. Tapi prnh ada moment ah nyoba lg akhirnya ada perubahan dong pengirimannya jd kilat trus barang sesuai udh gitu sering banget dpt harga promo pokoknya lebih murah drpd ecomers lain. Jd nagih belanja dilazada karna free ongkir jugaaaa. Pokonya top mantap is the best lazadaaa. Semoga kedepannya makin baik,5
cari toko sebelah ga ketemu eh malah nemuin toko harga yang lebih murah ywdlh.. seketemunya yang penting kebeli daripada mahalnya doang waras juga kaga..beli yang murah tapi Lom tentu juga murahan oke joooss,4
cari toko sebelah ga ketemu eh malah nemuin toko harga yang lebih murah ywdlh.. seketemunya yang penting kebeli daripada mahalnya doang waras juga kaga..beli yang murah tapi Lom tentu juga murahan oke joooss,4
"bagus banget apk nya,setiap beli disini belum pernah gagal barang nya maupun yg lainnya harga-harganya juga pas dikantong dan kurir nya ramah-ramah😊",5
"Saya turunkan dari ⭐️⭐️⭐️⭐️ ke ⭐️ , karena pesanan saya dibatalkan sepihak oleh kurir dengan alasan (waktu sdh terlalu sore). Dan skrg saya sedikit males untuk berbelanja lagi, untung blm saya hapus aplikasinya. Tentu saja pengalaman berbelanja online yg sangat buruk.",1
"aplikasi onlineshop yang sangat berat. sangat merepotkan bila menggunakan smartphone yang berspesifikasi rendah, apalagi bila signal internetnya tidak setabil. boro2 mau belanja, buka aplikasinya saja super lambat 🤦🏻‍♂️",1
"Tolong diperbaiki lagi supaya tidak gampang login oleh orang lain, soalnya di akun saya ada orang yg login selain saya dan membeli token listrik menggunakan Lazada paylater. Tolong",1
Makin kesini makin ribet belanja segala ada biaya layanan biaya penanganan. Ongkir juga mahal bgt jd beralih ke marketplace lain deh,2
"Lazada ter ter ter the best. Hanya saja sekarang lebih susah untuk mencari produk Lazflash extra nya yg biasa di jam jam tertentu. Thank you lazada, sudah memberikan kualitas yg terbaik untuk para customer.",5
"Makin sini makin kecewa sama lazada, katanya gratis ongkir padahal mah kagak wkwkw tetep aja ada ongkir nya, dulu ongkir ke wilayah saya 9rb sekarang 16rb mantap ga tuh, tolong dong perbaiki demi kenyamanan customer",3
"Pilihan pengiriman yg tersedia hanya standar dan itu bisa berminggu-minggu,... tolong lah pihak lazada agar ada pilihan expedisi nya, jangan hanya standar sj... G apa"" agak mahalan yg penting paketnya cepat nyampe",3
"Sekarang Lazada jadi lelet, mau nyari barang aja harus nunggu hampir 1 menitan baru muncul, apalagi sekarang mau ngecek pesanan malah muter terus",3
mau verifikasi KTP aja susahnya ampun.. setiap ambil gambar pasti flash nyala..udah ditutup sama aja gagal terus,3
"jadwal pengiriman ga pernah di perbarui ,seharusnya jadwal tgl 29 sdh d antar kerumah eh skrng tgl 30 blm jga di antar barang nya . !!",2
"Mohon pihak Lazada untuk mengadakan pilihan Jasa expedisi supaya kami bisa memilih jasa mana yang ingin kami pakai, sebab jasa expedisi yang ditentukan otomatis itu sangat merepotkan karena paketnya selalu terlambat dan tidak ada informasi yang pasti, kadang-kadang paket yang seharusnya saya terima malah dikembalikan tanpa adanya informasi dari jasa expedisi ini.",4
Lazada paylater ga pernah bisa di pake lagi.. Padahal limit banyak... Dan ga pernah telat bayar juga.. Dan tidak pernah ada riwayat buruk apapun dalam pembayaran,5
"Pelayanan nya bagus sih... Tapi yang payah No kurirnya gak ada,padahal mau kasih tau patokan Rumah,jadi pas kita tunggu gak jadi di kirim,klw kita mau belanja jadi males. saya kasih bintang 2 dulu lah..",2
"(1) Inbox lazada bukan lagi inbox, tapi penuh iklan sampah mengganggu. (2) Whishlist cuma dibatasi 200, di shopee dan tokopedia ribuan juga boleh, tanpa batas.",1
"Sekarang lazada ku gk bisa bayar di tempat,padahal gk pesan barang dalam beberapa bulan ini dan gk pernah return barang, knpa bisa begitu,mohonb di aktitifkan kembali fiyur Cod nya🙏🙏",3
"Sekarang lazada ku gk bisa bayar di tempat,padahal gk pesan barang dalam beberapa bulan ini dan gk pernah return barang, knpa bisa begitu,mohonb di aktitifkan kembali fiyur Cod nya🙏🙏",3
"Udah bbrapa kali belanja disini selalu d batalkan pihak Lazada karena penjual gagal melakukan pengiriman tepat waktu.. yg saya sesalkan kenapa pengembalian dana nya lamaaaa, mending klo sedikit.. udahmah sellernya pada gak tanggung jawab ditambah pihak Lazada nya yg lemot.. mau tarik saldo aja harus nunggu 1 sampai 3 hari, itu kan bukan kesalahan pelanggan harusnya bisa dipercepat.. Payaaah kalah sama online shop sebelah 👎",1
"Aplikasi ini sangat membantu👍pengirimannya cepat,banyak promo pula,dan bnyak gratis ongkir juga😁👍",5
"Selain byk seller nakal, curang, juga sering kecewa pada pihak ekspedisi ... Dari Lazada sdh berkali-kali dapat notifikasi bahwa paket akan segera diantar hari tersebut...eh sdh dua hari blm juga diantar. Tolong Lazada kasih peringatan ke seller, suiaya pajai ekspedisi yg disiplin..nggak lelet.",5
"Saya sangat tidak puas dengan layanan Lazada,disaat pencarian beda yang di ketik beda yang muncul,dan barang2 lain sering gax ada,kayak senapan angin gax ada,huuu",1
"Dapat penawaran lazbon berkali kali,tp tiap isi data khususnya email selalu dibilang masukkan data dg benar...klo mmg tidak niat memberikan pinjaman hilangin aja fitur lazbon nya",1
"Setelah diperbarui malah jadi lama loading gambar produk nya, padahal sinyal bagus dan penyimpanan hp besar",2
"Lebih irit dan diskonnya yg sangat besar ditambah lagi gratis ongkir, cashback, dan promo gajian yang tak terduga",5
"Kasih bintang 3 dulu deh karena aku greget banget sama lazada setiap aku buka aplikasi pasti ada iklan lazada, padahal itu gak nyalain data/wifi🙃",3
saya suka dg adanya lazada..tapi makin kesini biayanya estimasinya makin mahal..kadang gak sesuai dg apa yg kita beli..standarnya 37000 lho..bahkan ada yg sampai hampir 40000 di turunkanlah boss...biar kita kita sering sering belanja di lazada,1
